Step|OZCN|OpCode|          Bin           |
0100_1110_000101 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_000110 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_000111 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_001000 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_001011 000000000001000001000000     RAM_OUT       B_IN
0100_1110_001100 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_001101 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_001110 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_001111 000000000001000001000000     RAM_OUT       B_IN
0100_1110_010000 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_010001 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_010010 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_010110 000000000001000001000000     RAM_OUT       B_IN
0100_1110_010111 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_011000 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_011100 010000000000010001000001     RAM_OUT       A_IN     CU_RST       PC_E
0100_1110_011101 010000000001000001000001     RAM_OUT       B_IN     CU_RST       PC_E
0100_1110_011110 010000000000000101000001     RAM_OUT  STATUS_IN     CU_RST       PC_E
0100_1110_100000 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0100_1110_100001 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_100010 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_100011 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_100100 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_100101 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_100110 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_100111 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_101001 010000000000000000000001      CU_RST       PC_E
0100_1110_101100 010000000000000000000001      CU_RST       PC_E
0100_1110_101110 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_101111 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_110000 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_110001 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_110010 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_110011 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1110_110101 010000000000000000000001      CU_RST       PC_E
0100_1110_111000 010000000000000000000001      CU_RST       PC_E
0100_1110_111010 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1110_111011 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1110_111100 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_000001 010000000000010001000001     RAM_OUT       A_IN     CU_RST       PC_E
0100_1111_000010 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_000011 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_000100 010000000001000001000001     RAM_OUT       B_IN     CU_RST       PC_E
0100_1111_000101 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_000110 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_000111 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_001000 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_001011 000000000001000001000000     RAM_OUT       B_IN
0100_1111_001100 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_001101 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_001110 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_001111 000000000001000001000000     RAM_OUT       B_IN
0100_1111_010000 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_010001 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_010010 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_010110 000000000001000001000000     RAM_OUT       B_IN
0100_1111_010111 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_011000 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_011100 010000000000010001000001     RAM_OUT       A_IN     CU_RST       PC_E
0100_1111_011101 010000000001000001000001     RAM_OUT       B_IN     CU_RST       PC_E
0100_1111_011110 010000000000000101000001     RAM_OUT  STATUS_IN     CU_RST       PC_E
0100_1111_100000 000001000000000000010000 STACK_OUT_16  MAR_IN_16
0100_1111_100001 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_100010 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_100011 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_100100 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_100101 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_100110 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_100111 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_101001 010000000000000000000001      CU_RST       PC_E
0100_1111_101100 010000000000000000000001      CU_RST       PC_E
0100_1111_101110 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_101111 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_110000 000000000100000001000000     RAM_OUT HL_IN_HIGH
0100_1111_110010 010000000000000000000001      CU_RST       PC_E
0100_1111_110101 010000000000000000000001      CU_RST       PC_E
0100_1111_111000 010000000000000000000001      CU_RST       PC_E
0100_1111_111010 000000000010000001000000     RAM_OUT  HL_IN_LOW
0100_1111_111011 000000000100000001000001     RAM_OUT HL_IN_HIGH       PC_E
0100_1111_111100 000000000100000001000000     RAM_OUT HL_IN_HIGH
0101_0000_000010 000000000100000000000000  HL_IN_HIGH
0101_0000_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_000101 000000000100000000000000  HL_IN_HIGH
0101_0000_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_000111 000000000100000000000000  HL_IN_HIGH
0101_0000_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0000_001100 000000000100000000000000  HL_IN_HIGH
0101_0000_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0000_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0000_010000 000000000100000000000000  HL_IN_HIGH
0101_0000_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0000_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0000_010111 000000000100000000000000  HL_IN_HIGH
0101_0000_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0000_100001 000000100000000000000000   STACK_POP
0101_0000_100010 000000000100000000000000  HL_IN_HIGH
0101_0000_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0000_101000 000000000100000000000000  HL_IN_HIGH
0101_0000_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_101010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0000_101011 000000000100000000000000  HL_IN_HIGH
0101_0000_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_101101 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0000_110001 000000000100000000000000  HL_IN_HIGH
0101_0000_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_110011 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0000_110111 000000000100000000000000  HL_IN_HIGH
0101_0000_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0000_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_000010 000000000100000000000000  HL_IN_HIGH
0101_0001_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_000101 000000000100000000000000  HL_IN_HIGH
0101_0001_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_000111 000000000100000000000000  HL_IN_HIGH
0101_0001_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0001_001100 000000000100000000000000  HL_IN_HIGH
0101_0001_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0001_010000 000000000100000000000000  HL_IN_HIGH
0101_0001_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0001_010111 000000000100000000000000  HL_IN_HIGH
0101_0001_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0001_100001 000000100000000000000000   STACK_POP
0101_0001_100010 000000000100000000000000  HL_IN_HIGH
0101_0001_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_101000 000000000100000000000000  HL_IN_HIGH
0101_0001_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_101010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_101011 000000000100000000000000  HL_IN_HIGH
0101_0001_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_101101 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_110100 000000000100000000000000  HL_IN_HIGH
0101_0001_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_110110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0001_110111 000000000100000000000000  HL_IN_HIGH
0101_0001_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0001_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_000010 000000000100000000000000  HL_IN_HIGH
0101_0010_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_000101 000000000100000000000000  HL_IN_HIGH
0101_0010_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_000111 000000000100000000000000  HL_IN_HIGH
0101_0010_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0010_001100 000000000100000000000000  HL_IN_HIGH
0101_0010_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0010_010000 000000000100000000000000  HL_IN_HIGH
0101_0010_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0010_010111 000000000100000000000000  HL_IN_HIGH
0101_0010_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0010_100001 000000100000000000000000   STACK_POP
0101_0010_100010 000000000100000000000000  HL_IN_HIGH
0101_0010_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_100101 000000000100000000000000  HL_IN_HIGH
0101_0010_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_100111 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_101011 000000000100000000000000  HL_IN_HIGH
0101_0010_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_101101 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_110001 000000000100000000000000  HL_IN_HIGH
0101_0010_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_110011 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0010_110111 000000000100000000000000  HL_IN_HIGH
0101_0010_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0010_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_000010 000000000100000000000000  HL_IN_HIGH
0101_0011_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_000101 000000000100000000000000  HL_IN_HIGH
0101_0011_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_000111 000000000100000000000000  HL_IN_HIGH
0101_0011_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0011_001100 000000000100000000000000  HL_IN_HIGH
0101_0011_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0011_010000 000000000100000000000000  HL_IN_HIGH
0101_0011_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0011_010111 000000000100000000000000  HL_IN_HIGH
0101_0011_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0011_100001 000000100000000000000000   STACK_POP
0101_0011_100010 000000000100000000000000  HL_IN_HIGH
0101_0011_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_100101 000000000100000000000000  HL_IN_HIGH
0101_0011_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_100111 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_101011 000000000100000000000000  HL_IN_HIGH
0101_0011_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_101101 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_110100 000000000100000000000000  HL_IN_HIGH
0101_0011_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_110110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0011_110111 000000000100000000000000  HL_IN_HIGH
0101_0011_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0011_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_000010 000000000100000000000000  HL_IN_HIGH
0101_0100_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_000101 000000000100000000000000  HL_IN_HIGH
0101_0100_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_000111 000000000100000000000000  HL_IN_HIGH
0101_0100_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0100_001100 000000000100000000000000  HL_IN_HIGH
0101_0100_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0100_010000 000000000100000000000000  HL_IN_HIGH
0101_0100_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0100_010111 000000000100000000000000  HL_IN_HIGH
0101_0100_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0100_100001 000000100000000000000000   STACK_POP
0101_0100_100010 000000000100000000000000  HL_IN_HIGH
0101_0100_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_101000 000000000100000000000000  HL_IN_HIGH
0101_0100_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_101010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_101110 000000000100000000000000  HL_IN_HIGH
0101_0100_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_110000 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_110001 000000000100000000000000  HL_IN_HIGH
0101_0100_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_110011 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0100_110111 000000000100000000000000  HL_IN_HIGH
0101_0100_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0100_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_000010 000000000100000000000000  HL_IN_HIGH
0101_0101_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_000101 000000000100000000000000  HL_IN_HIGH
0101_0101_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_000111 000000000100000000000000  HL_IN_HIGH
0101_0101_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0101_001100 000000000100000000000000  HL_IN_HIGH
0101_0101_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0101_010000 000000000100000000000000  HL_IN_HIGH
0101_0101_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0101_010111 000000000100000000000000  HL_IN_HIGH
0101_0101_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0101_100001 000000100000000000000000   STACK_POP
0101_0101_100010 000000000100000000000000  HL_IN_HIGH
0101_0101_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_101000 000000000100000000000000  HL_IN_HIGH
0101_0101_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_101010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_101110 000000000100000000000000  HL_IN_HIGH
0101_0101_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_110000 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_110100 000000000100000000000000  HL_IN_HIGH
0101_0101_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_110110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0101_110111 000000000100000000000000  HL_IN_HIGH
0101_0101_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0101_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_000010 000000000100000000000000  HL_IN_HIGH
0101_0110_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_000101 000000000100000000000000  HL_IN_HIGH
0101_0110_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_000111 000000000100000000000000  HL_IN_HIGH
0101_0110_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0110_001100 000000000100000000000000  HL_IN_HIGH
0101_0110_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0110_010000 000000000100000000000000  HL_IN_HIGH
0101_0110_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0110_010111 000000000100000000000000  HL_IN_HIGH
0101_0110_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0110_100001 000000100000000000000000   STACK_POP
0101_0110_100010 000000000100000000000000  HL_IN_HIGH
0101_0110_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_100101 000000000100000000000000  HL_IN_HIGH
0101_0110_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_100111 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_101110 000000000100000000000000  HL_IN_HIGH
0101_0110_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_110000 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_110001 000000000100000000000000  HL_IN_HIGH
0101_0110_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_110011 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0110_110111 000000000100000000000000  HL_IN_HIGH
0101_0110_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0110_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_000010 000000000100000000000000  HL_IN_HIGH
0101_0111_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_000101 000000000100000000000000  HL_IN_HIGH
0101_0111_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_000111 000000000100000000000000  HL_IN_HIGH
0101_0111_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_0111_001100 000000000100000000000000  HL_IN_HIGH
0101_0111_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_0111_010000 000000000100000000000000  HL_IN_HIGH
0101_0111_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_0111_010111 000000000100000000000000  HL_IN_HIGH
0101_0111_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_0111_100001 000000100000000000000000   STACK_POP
0101_0111_100010 000000000100000000000000  HL_IN_HIGH
0101_0111_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_100101 000000000100000000000000  HL_IN_HIGH
0101_0111_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_100111 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_101110 000000000100000000000000  HL_IN_HIGH
0101_0111_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_110000 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_110100 000000000100000000000000  HL_IN_HIGH
0101_0111_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_110110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_0111_110111 000000000100000000000000  HL_IN_HIGH
0101_0111_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_0111_111001 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_000010 000000000100000000000000  HL_IN_HIGH
0101_1000_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_000101 000000000100000000000000  HL_IN_HIGH
0101_1000_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_000111 000000000100000000000000  HL_IN_HIGH
0101_1000_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_1000_001100 000000000100000000000000  HL_IN_HIGH
0101_1000_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_1000_010000 000000000100000000000000  HL_IN_HIGH
0101_1000_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_1000_010111 000000000100000000000000  HL_IN_HIGH
0101_1000_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_100000 000000010000000000101001        PC_E STACK_PUSHPC_OUT_HIGH     RAM_IN
0101_1000_100001 000000100000000000000000   STACK_POP
0101_1000_100010 000000000100000000000000  HL_IN_HIGH
0101_1000_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_100100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_101000 000000000100000000000000  HL_IN_HIGH
0101_1000_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_101010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_101011 000000000100000000000000  HL_IN_HIGH
0101_1000_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_101101 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_110001 000000000100000000000000  HL_IN_HIGH
0101_1000_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_110011 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1000_111010 000000000100000000000000  HL_IN_HIGH
0101_1000_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1000_111100 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1001_000010 000000000100000000000000  HL_IN_HIGH
0101_1001_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1001_000101 000000000100000000000000  HL_IN_HIGH
0101_1001_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1001_000111 000000000100000000000000  HL_IN_HIGH
0101_1001_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1001_001011 010010000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT
0101_1001_001100 000000000100000000000000  HL_IN_HIGH
0101_1001_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1001_001110 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1001_001111 010110000000010000000001        A_IN     CU_RST       PC_E    ALU_OUT        SUB
0101_1001_010000 000000000100000000000000  HL_IN_HIGH
0101_1001_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0101_1001_010010 000000000010100000000000       A_OUT  HL_IN_LOW
0101_1001_010110 010110000000000000000001      CU_RST       PC_E    ALU_OUT        SUB
0101_1001_010111 000000000100000000000000  HL_IN_HIGH
0101_1001_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
