Step|OZCN|OpCode|          Bin           |
0000_0110_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_011111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0110_111111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_011111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_0111_111111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_011111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1000_111111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_011111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_110111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1001_111111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_000111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_001111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_010111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_011111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_100111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101010 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101011 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101100 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101101 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101110 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_101111 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_110000 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_110001 000000000000000000010100   PC_OUT_16  MAR_IN_16
0000_1010_110010 000000000000000000010100   PC_OUT_16  MAR_IN_16
